tiktok_links,text,sentiment,keywords_rake,keywords_spacy,main_topic_lda
https://vm.tiktok.com/ZT85rwyUR/," I'll be honest with you bro, Jesus Christ fucks. Oh God. And people don't think that about him. That guy is fucking dope. I disagree. I just, I don't think that we have to condemn homosexuality. I don't think that we have to condemn sex before marriage. I don't know if I can get behind. Like that's silly to me. That seems silly to me. So I think it's a silly practice to engage in. And I think it deserves satire. Every, every, you all think you're right. And you think that the Muslims are going to hell. And they think that you're going to hell. Why we have to perpetuate a belief that is fucking. I say, I know people that hate me, that treat me better about my faith and you and you're my best friend. And that really hurt me as you told me I need a therapist because I believe in Jesus. What do I need a therapist for then? Jesus isn't doing it for you. I believe you're a therapist for. I don't believe you're as emotionally mature as you could be. I don't think the prayer is doing enough. I think actual conversation with a medical professional will help you learn and discover a lot more about yourself that may open up a bit more wavelengths in your brain to become the person that you want to become. Conversion therapy. Like what is conversion therapy? Something your church does. Stop saying my church, bro. I don't know what it's something. You're put it's also something that's also something that everyone wants to be coddled into the truth. Everyone wants to be handheld and walked up the mountain with a buddy instead of climbing it themselves. We need them.",Toxic,"['jesus christ fucks', 'think actual conversation', 'stop saying', 'really hurt', 'oh god', 'medical professional', 'may open', 'get behind', 'everyone wants', 'everyone wants', 'emotionally mature', 'deserves satire', 'conversion therapy', 'conversion therapy', 'condemn sex', 'condemn homosexuality', 'buddy instead', 'best friend', 'silly practice', 'seems silly', 'fucking dope', 'also something', 'also something', 'know people', 'silly', 'jesus', 'jesus', 'something', 'something', 'people', 'fucking', 'know', 'know', 'think', 'think', 'think', 'think', 'think', 'think', 'think', 'think', 'think', 'wavelengths', 'want', 'walked', 'truth', 'treat', 'told', 'therapist', 'therapist', 'therapist', 'say', 'right', 'put', 'prayer', 'person', 'perpetuate', 'need', 'need', 'need', 'muslims', 'mountain', 'marriage', 'lot', 'like', 'like', 'learn', 'honest', 'help', 'hell', 'hell', 'hate', 'handheld', 'guy', 'going', 'going', 'faith', 'every', 'every', 'enough', 'engage', 'discover', 'disagree', 'could', 'coddled', 'climbing', 'church', 'church', 'bro', 'bro', 'brain', 'bit', 'better', 'believe', 'believe', 'believe', 'belief', 'become', 'become']","[('Jesus Christ', 'PERSON'), ('Muslims', 'NORP'), ('Jesus', 'PERSON'), ('Jesus', 'PERSON')]","[(0, '0.047*""think"" + 0.038*""n\'t"" + 0.030*""\'re"" + 0.026*""\'s"" + 0.021*""something""')]"
https://vm.tiktok.com/ZT85rv4M4/," is a failed city. Here we go. Lootie County. So, shall we go to the other side? Oh, man. In this stop and mall right here, a few weeks ago, my mother was in there. Two dudes ran in with us, started stabbing each other, I want them died. I have a whole course. Yeah. Here for LPC, Jonathan Charles Henry. Poor guy, just standing around doing this job. Some fucking lunatic stabbed him to death right here in the street. Digging cigarettes out the abstracts. I, Tristan Tate, used to work here for a few months. Putting things all shall. Pulling them. Somebody built this at his house. And then he passed it down the various generations of his family. And one guy in his family got to death. And then enough having to sell the estate, which is now bought by a hotel company. And then he killed himself in this house. It's a true story.",Non Toxic or Negative,"['two dudes ran', 'jonathan charles henry', 'fucking lunatic stabbed', 'whole course', 'weeks ago', 'various generations', 'true story', 'tristan tate', 'started stabbing', 'standing around', 'somebody built', 'putting things', 'poor guy', 'one guy', 'mall right', 'lootie county', 'hotel company', 'failed city', 'digging cigarettes', 'family got', 'death right', 'family', 'death', 'yeah', 'work', 'want', 'used', 'us', 'street', 'stop', 'side', 'shall', 'shall', 'sell', 'pulling', 'passed', 'oh', 'mother', 'months', 'man', 'lpc', 'killed', 'job', 'house', 'house', 'go', 'go', 'estate', 'enough', 'died', 'bought', 'abstracts']","[('Lootie County', 'GPE'), ('a few weeks ago', 'DATE'), ('Two', 'CARDINAL'), ('Jonathan Charles Henry', 'PERSON'), ('Tristan Tate', 'PERSON'), ('a few months', 'DATE'), ('one', 'CARDINAL')]","[(0, '0.020*""go"" + 0.020*""family"" + 0.020*""death"" + 0.020*""house"" + 0.020*""guy""')]"
https://vm.tiktok.com/ZT85r3xsh/," A woman can't go around fucking people and pretend it's the same as a man running around fucking people is absolutely not the same. If I, a man can only cheat if he loves someone else. If I have a woman who I truly love and I go out and fuck and I come back to her and I don't care about her and I only love my girl, that's not cheating. That's exercise. If she even talks to a dude, it's cheating. Because females are emotionally invested. I have no emotional investment.",Toxic,"['man running around fucking people', 'go around fucking people', 'loves someone else', 'even talks', 'emotionally invested', 'emotional investment', 'come back', 'truly love', 'man', 'go', 'love', 'woman', 'woman', 'pretend', 'girl', 'fuck', 'females', 'exercise', 'dude', 'cheating', 'cheating', 'cheat', 'care', 'absolutely']",[],"[(0, '0.065*""\'s"" + 0.052*""love"" + 0.039*""people"" + 0.039*""n\'t"" + 0.039*""go""')]"
https://vm.tiktok.com/ZT85h24fC/," You know what, my chick's catching me though. I get busted. I try to mess with her the day she goes, stop boarding me messages. I'm not forwarding your messages. You're forwarding me messages, I'm tired of it. I know your saying to everyone. I'm like, I have to fuck you shit all for it. Messages, I check, doesn't say forwarded. I even googled quickly. Can you tell me what's that nice just forwarded? Nothing came up, I was like, I gotta fuck this bitch, you know. So I call her, I was like, what the fuck are you talking about? She goes, every time I message you, you don't read it. And I was like, so, she goes, there's no blue ticks ever. But I still get messages from you. How are you writing messages to me without opening the conversation? I was like, you're pretty smart. You're pretty smart. Cause I just send forward messages out generic things. How's your day? Oh, and I don't read any of the replies. I'm busy. Yeah, I don't get to fuck with it. I got shit to do. So she worked it out. We broke up now, unfortunately. Car has blocked. But the others are still like, oh my, my day is to the day.",Toxic,"['even googled quickly', 'blue ticks ever', 'send forward messages', 'still get messages', 'without opening', 'stop boarding', 'pretty smart', 'pretty smart', 'nothing came', 'get busted', 'generic things', 'every time', 'writing messages', 'still like', 'say forwarded', 'got shit', 'gotta fuck', 'get', 'messages', 'messages', 'messages', 'messages', 'shit', 'forwarded', 'fuck', 'fuck', 'fuck', 'like', 'like', 'like', 'like', 'like', 'yeah', 'worked', 'unfortunately', 'try', 'tired', 'though', 'tell', 'talking', 'saying', 'replies', 'read', 'read', 'others', 'oh', 'oh', 'nice', 'message', 'mess', 'know', 'know', 'know', 'goes', 'goes', 'goes', 'forwarding', 'forwarding', 'everyone', 'day', 'day', 'day', 'day', 'conversation', 'chick', 'check', 'cause', 'catching', 'car', 'call', 'busy', 'broke', 'blocked', 'bitch']","[('the day', 'DATE')]","[(0, '0.051*""message"" + 0.039*""like"" + 0.028*""day"" + 0.028*""\'m"" + 0.028*""n\'t""')]"
https://vm.tiktok.com/ZT85h6UJm/," Someone can tell me I'm broken. Andrew, you get angry really quick and you're super jealous and you're crazy. Yes I am. Bitch, shut the fuck up. Sit down. We'll find another man. I don't want you to know. We'll go to the next.",Toxic,"['get angry really quick', 'find another man', 'super jealous', 'yes', 'want', 'tell', 'someone', 'sit', 'shut', 'next', 'know', 'go', 'fuck', 'crazy', 'broken', 'bitch', 'andrew']","[('Andrew', 'PERSON')]","[(0, '0.054*""\'ll"" + 0.054*""\'re"" + 0.036*""angry"" + 0.036*""next"" + 0.036*""super""')]"
https://vm.tiktok.com/ZT85hL1Rj/," I'll come down in the morning, 7am, Andrews has left. We'll go do, there's an exercise we hate doing, you put 30 kilograms on a burpee ball, do the weight ball, you do a burpee, lift it above your head, you do 115 times. It's tiring, it's horrible. So I'll do them and I'll say, you know, Andrew, you're a pussy. Why haven't you done it yet? Then he'll do them. And then I'll go do them again, just because I know of I do him, he has to do it. That's not, people can see it as two men compete against each other, or you can see it as two men within the same house, getting stronger, pushing each other, two becomes stronger.",Toxic,"['two men within', 'two men compete', 'put 30 kilograms', 'two becomes stronger', 'getting stronger', 'weight ball', '115 times', 'burpee ball', 'burpee', 'yet', 'tiring', 'see', 'see', 'say', 'pussy', 'pushing', 'people', 'morning', 'lift', 'left', 'know', 'know', 'house', 'horrible', 'head', 'hate', 'go', 'go', 'exercise', 'done', 'come', 'andrews', 'andrew', '7am']","[('the morning', 'TIME'), ('7am', 'TIME'), ('Andrews', 'PERSON'), ('30 kilograms', 'QUANTITY'), ('115', 'CARDINAL'), ('Andrew', 'PERSON'), ('two', 'CARDINAL'), ('two', 'CARDINAL'), ('two', 'CARDINAL')]","[(0, '0.071*""\'ll"" + 0.051*""\'s"" + 0.041*""two"" + 0.031*""andrew"" + 0.031*""men""')]"
https://vm.tiktok.com/ZT85hR8b9/," If everyone in the world were to simultaneously agree that 2 plus 2 equals 5, then 2 plus 2 now equals 5. It doesn't matter if math doesn't work anymore, the whole world believes 2 plus 2 equals 5, that's now true. If they control what people see and control how people think, then they control what's true and what's false. Trump is racist because they said he's racist. He hasn't done anything racist, but they've said he's racist to the point where Trump's now racist, that's now true. These people now can literally bend reality in real time.",Non Toxic or Negative,"['whole world believes 2 plus 2 equals 5', '2 plus 2 equals 5', '2 plus 2', 'equals 5', 'literally bend reality', 'done anything racist', 'world', 'work anymore', 'simultaneously agree', 'real time', 'people think', 'people see', 'people', 'racist', 'racist', 'racist', 'racist', 'trump', 'trump', 'true', 'true', 'true', 'said', 'said', 'point', 'matter', 'math', 'false', 'everyone', 'control', 'control', 'control']","[('2', 'CARDINAL'), ('5', 'CARDINAL'), ('2 plus', 'CARDINAL'), ('5', 'CARDINAL'), ('2', 'CARDINAL'), ('5', 'DATE'), ('Trump', 'ORG'), ('Trump', 'ORG')]","[(0, '0.079*""\'s"" + 0.069*""2"" + 0.059*""racist"" + 0.040*""people"" + 0.040*""control""')]"
https://vm.tiktok.com/ZT85hMGE3/," my chicks. I'd make her make me two coffees every morning. She'd make me two coffees and one I would drink and the other I wouldn't even drink. I'd just leave it to go cold. And she'd say why do you make you two coffees? The second one's just like an insult because you never drink it. You just make me make it because you want me to bring it to you. You're not gonna drink it. And I said if someone broke into this house at night I will die trying to protect you. That's my job. I will literally risk my life. If we're walking down the street and a guy tries to grab your ass, it's on. I have to risk my life against Mike Tyson. Whoever he may be, he might be strapped. He might have anything. I have to risk my life to protect you. That's my job as a man and you have a problem making a coffee. Does it matter if I drink it? Does it really matter? I like knowing that you do your job if I need coffee you're gonna do it and you get to know that if it goes if it ever goes off, I will do my job as a man.",Non Toxic or Negative,"['two coffees every morning', 'two coffees', 'two coffees', 'someone broke', 'problem making', 'mike tyson', 'guy tries', 'go cold', 'die trying', 'would drink', 'never drink', 'even drink', 'second one', 'really matter', 'need coffee', 'like knowing', 'ever goes', 'literally risk', 'gonna drink', 'drink', 'one', 'matter', 'like', 'gonna', 'goes', 'coffee', 'risk', 'risk', 'whoever', 'want', 'walking', 'street', 'strapped', 'say', 'said', 'protect', 'protect', 'night', 'might', 'might', 'may', 'man', 'man', 'make', 'make', 'make', 'make', 'make', 'make', 'life', 'life', 'life', 'leave', 'know', 'job', 'job', 'job', 'job', 'insult', 'house', 'grab', 'get', 'chicks', 'bring', 'ass', 'anything']","[('two', 'CARDINAL'), ('every morning', 'TIME'), ('two', 'CARDINAL'), ('two', 'CARDINAL'), ('second', 'ORDINAL'), ('Mike Tyson', 'PERSON')]","[(0, '0.043*""make"" + 0.037*""drink"" + 0.037*""coffee"" + 0.031*""job"" + 0.031*""\'s""')]"
https://vm.tiktok.com/ZT85hdXKn/," He treated the picture of Amanda Holden, very good friend of mine. It's a very harmless picture. She's in a bikini on holiday under a rain shower looking extraordinarily beautiful. In a sexual pose. And you tweeted you are a wife and a mother and you're far past a teenager. There's no need for this post. I agree. Again, it's just misogynist to say that. It's not misogynist. What kind of woman of her age? She just turned 50. Why kind of woman of that age actually show off her beautiful body in a nice bikini like that? You can call me crazy. You can call me misogynistic. But I think once you reach the right age of 50, any woman should not be interested in thirst trapping on Instagram. I think she has bigger responsibilities. I'm sure she's a very intelligent lady. And she's done amazing things. She's famous. She's obviously very capable. And I think she could do things more interesting than standing around trying to thirst trap on Instagram like she's 18. Because the last thing she's above it. I wasn't insulting her. I was reminding her that she's actually such a fantastic person. She's done such amazing things in her life. And she's so achieved that she's actually above thirst trapping. I was reminding her of her worth. Because as a feminist, we're all feminists here, right? We all believe in women empowerment. I'm reminding her of her worth. How old do you know? I am 36. 36 years old. Correct. At what point will your antics, you know, chugging your cigars in your body, in your compound, with your security and your big atti? Is it, what age does that become a thirst trap? I don't know if that ever stops being a thirst trap. So it's fine for you. Once again, one rule for the man. It's interesting. It's interesting because I've never heard this argument before, but I'm extremely intelligent. I've already deciphered how this is going to go from head to toe. It's called, I guess we can look at peacocks, right? The male peacock. He shows, look who I am. Looks, well, look what I can do. Look at my achievement. Look at my beautiful feathers. And I guess you could call it peacocking to a degree. I'm showing the world. You're showing me the peacock. I'm extremely physically capable. Yes, that's correct. I'm extremely financially successful. Are you stripping your Instagram is fine. It's not stripping on her Instagram. We do boxing. We do boxing. You do it all the time with your cigar and you're showing off your... That's fine for you. But if a man to hold and desid it, that is apparently first trapping. I think me boxing with no shirt on is different than a 50-year-old woman. You do the socks. I think you do the ones you wander around all the moody with your cigar and your topless and stuff. So fine for you. Are you a fan pierce? No, I just think his first trap. Do you? Yeah. Well, I don't do that. I don't do that.",Non Toxic or Negative,"['rain shower looking extraordinarily beautiful', 'extremely financially successful', 'standing around trying', 'apparently first trapping', 'extremely physically capable', 'nice bikini like', '36 years old', 'done amazing things', 'age actually show', 'beautiful feathers', 'extremely intelligent', 'wander around', 'first trap', 'beautiful body', 'amazing things', 'thirst trapping', 'thirst trapping', 'women empowerment', 'thirst trap', 'thirst trap', 'thirst trap', 'sexual pose', 'one rule', 'never heard', 'last thing', 'intelligent lady', 'good friend', 'far past', 'fantastic person', 'fan pierce', 'ever stops', 'bigger responsibilities', 'big atti', 'amanda holden', 'already deciphered', 'instagram like', 'male peacock', 'harmless picture', 'turned 50', 'old woman', 'right age', 'could call', 'things', 'old', 'done', 'capable', 'bikini', '36', 'age', 'age', 'actually', 'actually', 'picture', 'peacock', 'could', 'body', 'right', 'right', 'call', 'call', '50', '50', 'woman', 'woman', 'woman', 'instagram', 'instagram', 'instagram', 'yes', 'year', 'yeah', 'worth', 'worth', 'world', 'wife', 'well', 'well', 'tweeted', 'treated', 'topless', 'toe', 'time', 'think', 'think', 'think', 'think', 'think', 'think', 'teenager', 'sure', 'stuff', 'stripping', 'stripping', 'socks', 'shows', 'showing', 'showing', 'showing', 'shirt', 'security', 'say', 'reminding', 'reminding', 'reminding', 'reach', 'post', 'point', 'peacocks', 'peacocking', 'ones', 'obviously', 'need', 'mother', 'moody', 'misogynistic', 'misogynist', 'misogynist', 'mine', 'man', 'man', 'looks', 'look', 'look', 'look', 'look', 'look', 'life', 'know', 'know', 'know', 'kind', 'kind', 'interesting', 'interesting', 'interesting', 'interested', 'insulting', 'holiday', 'hold', 'head', 'guess', 'guess', 'going', 'go', 'fine', 'fine', 'fine', 'fine', 'feminists', 'feminist', 'famous', 'different', 'desid', 'degree', 'crazy', 'correct', 'correct', 'compound', 'cigars', 'cigar', 'cigar', 'chugging', 'called', 'boxing', 'boxing', 'boxing', 'believe', 'become', 'argument', 'antics', 'agree', 'achievement', 'achieved', '18', '...']","[('Amanda Holden', 'PERSON'), ('50', 'DATE'), ('Instagram', 'ORG'), ('Instagram', 'GPE'), ('18', 'DATE'), ('36 years old', 'DATE'), ('one', 'CARDINAL'), ('Instagram', 'LOC'), ('first', 'ORDINAL'), ('50-year-old', 'DATE'), ('first', 'ORDINAL')]","[(0, '0.056*""\'s"" + 0.017*""look"" + 0.017*""think"" + 0.017*""\'m"" + 0.015*""thirst""')]"
https://vm.tiktok.com/ZT85rT6x8/, wake up when the alarm goes off. You go to your child. Sorry. I'm just a little bit more.,Non Toxic or Negative,"['little bit', 'alarm goes', 'wake', 'sorry', 'go', 'child']",[],"[(0, '0.176*""go"" + 0.118*""wake"" + 0.118*""sorry"" + 0.118*""little"" + 0.118*""\'m""')]"
https://vm.tiktok.com/ZT85hRGLd/," What would you do if I was going on girls holidays every other month? I'd have to shut that down, I think it's disrespectful. It's absolutely disrespectful for a woman to be with a man and then want to run around with her girls and pretend she's still single. She shouldn't even want to. The fact she even asked to go and another self is disrespectful. I shouldn't have to tell her not to do that. If I walk out to the car park, it doesn't matter how good the locks are on my car. If someone's trying to break into my car, am I going to let them keep trying? No, it's disrespectful, it's mine, and no one comes near it, and no one's going to try and steal it. For me to put it in a place where people are going to try and steal it is nothing less than irresponsible. My female is taking care of it as a fantastic life. She does not need to go on holidays to make an awesome be a hoe. Because her friend met some dude on Tinder. No, stay home. Stay home. Home.",Toxic,"['one comes near', 'girls holidays every', 'taking care', 'still single', 'run around', 'nothing less', 'friend met', 'fantastic life', 'even asked', 'another self', 'stay home', 'stay home', 'keep trying', 'even want', 'car park', 'absolutely disrespectful', 'one', 'holidays', 'girls', 'home', 'want', 'trying', 'car', 'car', 'disrespectful', 'disrespectful', 'disrespectful', 'would', 'woman', 'walk', 'try', 'try', 'tinder', 'think', 'tell', 'steal', 'steal', 'someone', 'shut', 'put', 'pretend', 'place', 'people', 'need', 'month', 'mine', 'matter', 'man', 'make', 'locks', 'let', 'irresponsible', 'hoe', 'good', 'going', 'going', 'going', 'going', 'go', 'go', 'female', 'fact', 'dude', 'break', 'awesome']","[('Tinder', 'ORG')]","[(0, '0.050*""\'s"" + 0.031*""disrespectful"" + 0.031*""going"" + 0.025*""n\'t"" + 0.025*""home""')]"
https://vm.tiktok.com/ZT85rWvrk/," Women should clean. Now when I say this, girls go, well I don't like cleaning. No problem. If you don't like cleaning, here's how about this. I'll clean and you pay for everything.",Non Toxic or Negative,"['like cleaning', 'like cleaning', 'girls go', 'women', 'well', 'say', 'problem', 'pay', 'everything', 'clean', 'clean']",[],"[(0, '0.094*""cleaning"" + 0.094*""n\'t"" + 0.094*""clean"" + 0.094*""like"" + 0.063*""go""')]"
https://vm.tiktok.com/ZT85rWfo1/," Women have completely different life goals and instincts to men. This is something that most people forget and don't understand. I have it all the time. I get a chick, she says, I wish you didn't work so much. Why are you always busy? Why are you always working? The fact that I'm always busy and always working is the reason you were attracted to me in the first place. But now that you have me, you're gonna pretend I shouldn't be doing those things. You're gonna try and change me. Now you want me to stop working. That's the only reason you were even attracted to me. In the first place, it's kind of amazing. If you allow a female to impose her will on you as a man, no matter what she says about how it's gonna make you better and make her happier, it always leads to the same place, which is misery for both parties.",Non Toxic or Negative,"['completely different life goals', 'stop working', 'people forget', 'gonna try', 'gonna pretend', 'always working', 'always working', 'always leads', 'always busy', 'always busy', 'first place', 'first place', 'gonna make', 'even attracted', 'place', 'make', 'attracted', 'work', 'women', 'wish', 'want', 'understand', 'time', 'things', 'something', 'says', 'says', 'reason', 'reason', 'parties', 'much', 'misery', 'men', 'matter', 'man', 'kind', 'instincts', 'impose', 'happier', 'get', 'female', 'fact', 'chick', 'change', 'better', 'amazing', 'allow']","[('first', 'ORDINAL'), ('first', 'ORDINAL')]","[(0, '0.047*""always"" + 0.031*""gon"" + 0.031*""na"" + 0.031*""place"" + 0.031*""n\'t""')]"
https://vm.tiktok.com/ZT85hJnbW/," Don't watch porn, don't watch porn, have cold showers. In general, who watch porn now again is it gonna destroy your life now? If you abuse porn, it's all you watch is gonna destroy your life probably. But that's the same with anything. If you treat vodka sometimes, your life's fine. That's all about moderation. Ration.",Non Toxic or Negative,"['treat vodka sometimes', 'gonna destroy', 'gonna destroy', 'cold showers', 'abuse porn', 'watch porn', 'watch porn', 'watch porn', 'life probably', 'watch', 'life', 'life', 'ration', 'moderation', 'general', 'fine', 'anything']",[],"[(0, '0.091*""porn"" + 0.091*""watch"" + 0.091*""\'s"" + 0.073*""life"" + 0.055*""n\'t""')]"
https://vm.tiktok.com/ZT85h8J1y/," I have changed my mind about Angel Tate. And I'll tell you what. Oh, not dude. He's been crushing. Look at this. He's destroying it. Can you even be boxing in the gym? No, no, no. People underestimate really how capable Angel Tate is. My man can shake that ass.",Non Toxic or Negative,"['people underestimate really', 'capable angel tate', 'angel tate', 'tell', 'shake', 'oh', 'mind', 'man', 'look', 'gym', 'even', 'dude', 'destroying', 'crushing', 'changed', 'boxing', 'ass']","[('Angel Tate', 'PERSON'), ('Angel Tate', 'PERSON')]","[(0, '0.064*""angel"" + 0.064*""\'s"" + 0.064*""tate"" + 0.043*""\'ll"" + 0.043*""tell""')]"
https://vm.tiktok.com/ZT85h85j5/," When you cut a deck of cards in half, the number of red cards in one of the piles will be the same as the number of black cards in the other pile, every single time. It's math. There are 26 black cards and 26 red cards in a 52 card deck. Now dividing such a deck in half gives you two piles of 26 cards each. Red and black cards will be mixed in each pile, but consider the number of black cards in one of the piles. Add to it the number of red cards in that pile and you get the total number of cards in the pile. But now take the number of black cards in that pile and add to it the number of black cards in this pile. Well, that will just give you the total number of black cards, which is 26. Both of those numbers are the same distance from 26, which means they are equal. The number of red cards in this pile is the same as the number of black cards in this pile.",Non Toxic or Negative,"['every single time', '52 card deck', '26 black cards', '26 red cards', 'black cards', 'black cards', 'black cards', 'black cards', 'black cards', 'black cards', 'black cards', 'red cards', 'red cards', 'red cards', '26 cards', 'half gives', 'two piles', 'total number', 'total number', 'red', 'cards', 'cards', '26', '26', 'deck', 'deck', 'half', 'piles', 'piles', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'well', 'take', 'pile', 'pile', 'pile', 'pile', 'pile', 'pile', 'pile', 'pile', 'one', 'one', 'numbers', 'mixed', 'means', 'math', 'give', 'get', 'equal', 'dividing', 'distance', 'cut', 'consider', 'add', 'add']","[('half', 'CARDINAL'), ('26', 'CARDINAL'), ('26', 'CARDINAL'), ('52', 'CARDINAL'), ('half', 'CARDINAL'), ('two', 'CARDINAL'), ('26', 'CARDINAL'), ('26', 'CARDINAL'), ('26', 'CARDINAL')]","[(0, '0.147*""card"" + 0.103*""number"" + 0.103*""pile"" + 0.078*""black"" + 0.052*""red""')]"
https://vm.tiktok.com/ZT85hL1MM/," If you smack two heavy metal balls together, the energy of their collision will be focused at such a small point enough heat can be produced to literally burn a hole through paper. Try this at home, it smells like smoke, but let's make it even hotter. First, I'll need to rust up one of these balls. A bowl of water should do the trick. 10 days later, that's a rusty meatball. We'll wrap the other ball in aluminum foil, turn down the lights, put on some ear and eye protection, and start whacking. Until this happens. Did you see that? That is molten slag at more than 4,500 degrees Fahrenheit. Now that didn't happen because I'm so strong, even though I am, it happened because the colliding balls produced the ignition temperature needed for a thermite reaction. The aluminum reduced the iron oxide, the rust on the ball, to form aluminum oxide, elemental iron, and much more heat than I put in. Now that's what I call exothermic redox.",Non Toxic or Negative,"['smack two heavy metal balls together', 'small point enough heat', 'smells like smoke', 'ignition temperature needed', 'call exothermic redox', '500 degrees fahrenheit', '10 days later', 'colliding balls produced', 'form aluminum oxide', 'iron oxide', 'aluminum reduced', 'aluminum foil', 'thermite reaction', 'start whacking', 'rusty meatball', 'molten slag', 'literally burn', 'eye protection', 'even though', 'even hotter', 'elemental iron', 'balls', 'heat', 'produced', 'wrap', 'water', 'turn', 'try', 'trick', 'strong', 'see', 'rust', 'rust', 'put', 'put', 'paper', 'one', 'need', 'much', 'make', 'lights', 'let', 'home', 'hole', 'happens', 'happened', 'happen', 'focused', 'first', 'energy', 'ear', 'collision', 'bowl', 'ball', 'ball', '4']","[('two', 'CARDINAL'), ('First', 'ORDINAL'), ('one', 'CARDINAL'), ('10 days later', 'DATE'), ('more than 4,500', 'CARDINAL')]","[(0, '0.034*""ball"" + 0.023*""\'s"" + 0.023*""aluminum"" + 0.017*""produced"" + 0.017*""even""')]"
https://vm.tiktok.com/ZT85hdTga/," Take the number 5 and square it. You get 25. Now take 25 and square it. You get 625. Square 625 and you get 390,625. Do you see the pattern? 5 squared ends in a 5. 25 squared ends in 25 and 625 squared ends in 625. So does this pattern continue? Well let's try squaring 390,625. It doesn't quite end in itself, but the last 5 digits match, so it extends the pattern by a few places. So let's try squaring just that part, 90,625. That does end in itself, and if we square that whole number, it also ends in itself. And now we're up to 10 digits. And you can keep doing this, squaring the part of the answer that matches the previous number and increasing the number of digits they share in common. This as though we are converging on a number, but not in the usual sense of convergence. This number will have infinite digits. And if you square it, you'll get back that same number. The number is its own square. Now, I bet you're thinking, does it even make sense to talk about numbers that have infinite digits going off to the left of the decimal point? I mean, isn't that just infinity? In this video, in this video, I'm going to show you how to do this.",Non Toxic or Negative,"['last 5 digits match', 'even make sense', '5 squared ends', '25 squared ends', '625 squared ends', 'try squaring 390', 'infinite digits going', 'infinite digits', 'also ends', 'usual sense', 'try squaring', 'get 390', '10 digits', 'get back', 'get 25', 'decimal point', 'number 5', 'get 625', 'well let', 'take 25', 'quite end', 'whole number', 'previous number', 'pattern continue', 'square 625', '5', 'digits', 'squaring', 'going', '25', '625', '625', '625', '625', 'take', 'let', 'end', 'number', 'number', 'number', 'number', 'number', 'pattern', 'pattern', 'square', 'square', 'square', 'square', 'square', 'video', 'video', 'though', 'thinking', 'talk', 'show', 'share', 'see', 'places', 'part', 'part', 'numbers', 'mean', 'matches', 'left', 'keep', 'infinity', 'increasing', 'extends', 'converging', 'convergence', 'common', 'bet', 'answer', '90']","[('5', 'CARDINAL'), ('25', 'CARDINAL'), ('25', 'DATE'), ('625', 'CARDINAL'), ('625', 'CARDINAL'), ('390,625', 'CARDINAL'), ('5', 'CARDINAL'), ('5', 'CARDINAL'), ('25', 'CARDINAL'), ('25', 'CARDINAL'), ('625', 'CARDINAL'), ('625', 'CARDINAL'), ('390,625', 'CARDINAL'), ('5', 'CARDINAL'), ('90,625', 'CARDINAL'), ('up to 10', 'CARDINAL')]","[(0, '0.058*""number"" + 0.040*""end"" + 0.040*""square"" + 0.035*""digit"" + 0.029*""get""')]"
