link,base-whisper,tiny-whisper,googleSR,Houndify,base-tiny,base-google,base-houndify
https://vm.tiktok.com/ZT85rwyUR/," I'll be honest with you bro, Jesus Christ fucks. Oh God. And people don't think that about him. That guy is fucking dope. I disagree. I just, I don't think that we have to condemn homosexuality. I don't think that we have to condemn sex before marriage. I don't know if I can get behind. Like that's silly to me. That seems silly to me. So I think it's a silly practice to engage in. And I think it deserves satire. Every, every, you all think you're right. And you think that the Muslims are going to hell. And they think that you're going to hell. Why we have to perpetuate a belief that is fucking. I say, I know people that hate me, that treat me better about my faith and you and you're my best friend. And that really hurt me as you told me I need a therapist because I believe in Jesus. What do I need a therapist for then? Jesus isn't doing it for you. I believe you're a therapist for. I don't believe you're as emotionally mature as you could be. I don't think the prayer is doing enough. I think actual conversation with a medical professional will help you learn and discover a lot more about yourself that may open up a bit more wavelengths in your brain to become the person that you want to become. Conversion therapy. Like what is conversion therapy? Something your church does. Stop saying my church, bro. I don't know what it's something. You're put it's also something that's also something that everyone wants to be coddled into the truth. Everyone wants to be handheld and walked up the mountain with a buddy instead of climbing it themselves. We need them."," I'll be honest with you, bro. Jesus Christ, fucks. Oh God, bro. And people don't think that about him. That guy is fucking dope. I disagree. I just, I don't think that we have to condemn homosexuality. I don't think that we have to condemn sex before marriage. I don't know if I can get behind. Like that's silly to me. That seems silly to me. So I think it's, I think it's a silly practice to engage in. And I think it deserves satire. Every, every, you all think you're right. And you think that the Muslims are going to hell. And they think that you're going to hell. Why we have to perpetuate a belief that is fucking. I silly. I know people that hate me that treat me better about my faith and you and you're my best friend. That really hurt me as you told me I need a therapist because I believe in Jesus. What do I need a therapist for them? Jesus isn't doing it for you. I, I, I, I, I don't want to be your therapist for. I don't believe you're as emotionally maturation you could be. I don't think the prayer is doing enough. I think actual conversation with a medical professional will help you learn and discover a lot more about yourself that may open up a bit more wavelengths in your brain to become the person that you want to become. Confersent therapy like what is, what is conversion therapy? Something your church does. I'm saying my church, bro. I don't know what it's something your church also, but it's also something. It's also something you, everyone wants to be coddled into the truth. Everyone wants to be handheld and walked up the mountain with a buddy instead of climbing it themselves.",I don't think that we have to condemn sex before marriage like that silly to me that seems silly to me so I so I think it's I think it's a silly practice to engage in and I think it's I think it deserves satire you all think you're right and you think that the Muslims are going to hell and they think that you're going to hell why we have to perpetuate a belief that is I know people that hate me that treat me better about my face and you and you're my best friend not really hurt me as you told me I need a therapist because I believe in Jesus what do I need a therapist for them Jesus isn't doing it for,0,0.5312891113892365,0.0192131747483989,0.0
https://vm.tiktok.com/ZT85rv4M4/," is a failed city. Here we go. Lootie County. So, shall we go to the other side? Oh, man. In this stop and mall right here, a few weeks ago, my mother was in there. Two dudes ran in with us, started stabbing each other, I want them died. I have a whole course. Yeah. Here for LPC, Jonathan Charles Henry. Poor guy, just standing around doing this job. Some fucking lunatic stabbed him to death right here in the street. Digging cigarettes out the abstracts. I, Tristan Tate, used to work here for a few months. Putting things all shall. Pulling them. Somebody built this at his house. And then he passed it down the various generations of his family. And one guy in his family got to death. And then enough having to sell the estate, which is now bought by a hotel company. And then he killed himself in this house. It's a true story."," The solution is a failed city. Here we go. We can have some. So, it's gonna help you end tonight, so... I'm sorry. And this helping mom right here, a few weeks ago when my mother was in there, to do training with us, start stabbing each other, once and a time. I have a whole course. You know, here for LPC Jonathan Charles Henry. Poor guy, just stand around doing his job. Some fucking lunatic stabbing to death right here in the street. Digging cigarettes out of the abstracts. I, Tristan Tate, used to work here for a few months, putting things all shelves. Somebody built this at his house. And then he passed it down the various generations of his family. And one guy in his family got to death. And then enough having to sell the estate, which is now bought by a hotel company, and then he killed himself in this house. It's a true story.",0,0,0.7051816557474687,0.0,0.0
https://vm.tiktok.com/ZT85r3xsh/," A woman can't go around fucking people and pretend it's the same as a man running around fucking people is absolutely not the same. If I, a man can only cheat if he loves someone else. If I have a woman who I truly love and I go out and fuck and I come back to her and I don't care about her and I only love my girl, that's not cheating. That's exercise. If she even talks to a dude, it's cheating. Because females are emotionally invested. I have no emotional investment."," But woman can't go around fucking people and pretend it's the same as a man running around fucking people. It's absolutely not the same. If I a man could only cheat if he loved someone else. If I have a woman who I truly love and I go out and fuck and I come back to her and I don't care about her and I only love my girl. That's not cheating. That's exercise. If she even talks to a dude, it's cheating. Because females are emotionally invested. I have no emotional investment.",0,0,0.47058823529411764,0.0,0.0
https://vm.tiktok.com/ZT85h24fC/," You know what, my chick's catching me though. I get busted. I try to mess with her the day she goes, stop boarding me messages. I'm not forwarding your messages. You're forwarding me messages, I'm tired of it. I know your saying to everyone. I'm like, I have to fuck you shit all for it. Messages, I check, doesn't say forwarded. I even googled quickly. Can you tell me what's that nice just forwarded? Nothing came up, I was like, I gotta fuck this bitch, you know. So I call her, I was like, what the fuck are you talking about? She goes, every time I message you, you don't read it. And I was like, so, she goes, there's no blue ticks ever. But I still get messages from you. How are you writing messages to me without opening the conversation? I was like, you're pretty smart. You're pretty smart. Cause I just send forward messages out generic things. How's your day? Oh, and I don't read any of the replies. I'm busy. Yeah, I don't get to fuck with it. I got shit to do. So she worked it out. We broke up now, unfortunately. Car has blocked. But the others are still like, oh my, my day is to the day."," You know what my Jake's catch me though. I get busted. I'm kind of messed with the other day. She was stop boarding me messages I'm not forwarding the messages You're forwarding me messages. I'm tired of it. I know your things everyone I'm like I have a question all for your messages. I check doesn't say forward it. I even googled quickly. Can you tell the what's that nice? I'm forwarded Nothing came up. I kind of fucked this bitch. No, so I call her as like what the fucking talk about She goes every time I message you you don't read it And I was like so she goes there's no blue kicks ever, but I still get messages from you. How are you writing messages to me without opening the conversation? I was like you're pretty smart Pretty smart because I just sent four messages out generic things How would you name it? And I don't read any of the reply. I'm busy. I don't get fucked. I think I should do so she worked it out We broke up now unfortunately The others are still like my day is",0,0,0.03425309229305423,0.0,0.0
https://vm.tiktok.com/ZT85h6UJm/," Someone can tell me I'm broken. Andrew, you get angry really quick and you're super jealous and you're crazy. Yes I am. Bitch, shut the fuck up. Sit down. We'll find another man. I don't want you to know. We'll go to the next."," Someone can tell me I'm broken and you're getting angry really quick in your super jealous and you're crazy. Yes, I am. Bitch, shut the fuck up. Sit down. We're finding other man. Welcome, what do you want me to know? We're welcome. We're going to go into this.",0,0,0.15132924335378323,0.0,0.0
https://vm.tiktok.com/ZT85hL1Rj/," I'll come down in the morning, 7am, Andrews has left. We'll go do, there's an exercise we hate doing, you put 30 kilograms on a burpee ball, do the weight ball, you do a burpee, lift it above your head, you do 115 times. It's tiring, it's horrible. So I'll do them and I'll say, you know, Andrew, you're a pussy. Why haven't you done it yet? Then he'll do them. And then I'll go do them again, just because I know of I do him, he has to do it. That's not, people can see it as two men compete against each other, or you can see it as two men within the same house, getting stronger, pushing each other, two becomes stronger."," All come down in the morning, 7 am and we say as left. We'll go do, there's an exercise we hate doing. 30 kilograms on a burpee, do the white body, a burpee lift above your head, 150 times. It's tiring, it's horrible. So I'll do, and I'll say, in your own pussy. Why are you done with it? Then he'll do it. And then I'll go do them again, just because I know why I do him, he has to do it. That's not. People can see it as two men could be, he gets a child that where he can see it is two men within the same house, getting strong, pushing each other, to become strong.",0,0,0.3598326359832636,0.003194888178913738,0.003194888178913738
https://vm.tiktok.com/ZT85hR8b9/," If everyone in the world were to simultaneously agree that 2 plus 2 equals 5, then 2 plus 2 now equals 5. It doesn't matter if math doesn't work anymore, the whole world believes 2 plus 2 equals 5, that's now true. If they control what people see and control how people think, then they control what's true and what's false. Trump is racist because they said he's racist. He hasn't done anything racist, but they've said he's racist to the point where Trump's now racist, that's now true. These people now can literally bend reality in real time."," If everyone in the world were to simultaneously agree that 2 plus 2 equals 5, then 2 plus 2 now equals 5. It doesn't matter if math doesn't work anymore. The whole world believes 2 plus 2 equals 5. That's now true. If they control what people see and control what people think, then they control what's true and what's false. Trump is racist because they said he's racist. He isn't done anything racist, but they've said he's racist to the point where Trump's now racist, that's now true. These people now can literally bend reality in real time.",0,0,0.979890310786106,0.0,0.0
https://vm.tiktok.com/ZT85hMGE3/," my chicks. I'd make her make me two coffees every morning. She'd make me two coffees and one I would drink and the other I wouldn't even drink. I'd just leave it to go cold. And she'd say why do you make you two coffees? The second one's just like an insult because you never drink it. You just make me make it because you want me to bring it to you. You're not gonna drink it. And I said if someone broke into this house at night I will die trying to protect you. That's my job. I will literally risk my life. If we're walking down the street and a guy tries to grab your ass, it's on. I have to risk my life against Mike Tyson. Whoever he may be, he might be strapped. He might have anything. I have to risk my life to protect you. That's my job as a man and you have a problem making a coffee. Does it matter if I drink it? Does it really matter? I like knowing that you do your job if I need coffee you're gonna do it and you get to know that if it goes if it ever goes off, I will do my job as a man."," my chicks. I'd make her make me two coffees every morning. She'd make me two coffees and one I would drink and the other I wouldn't even drink. I just leave it to go cold and she'd say, why do you make you two coffees? The second one's just like an insult because you never drink it. You just make me make it because you want me to bring it to you, you're not gonna drink it. And I said, if someone broke into this house at night, I will die trying to protect you. That's my job. I will literally risk my life if we walk another street and a guy tries to grab your ass at all. I have to risk my life against Mike Tyson. Whoever he may be, he might be strapped. He might have anything. I have to risk my life to protect you. That's my job as a man and you have problem making a coffee. Does it matter if I drink it? Does it really matter? I like knowing that you do your job if I need coffee to do it and you get to know that if it goes, if it ever goes off, I will do my job as a man.",0,0,0.5323957810145655,0.0,0.0
https://vm.tiktok.com/ZT85hdXKn/," He treated the picture of Amanda Holden, very good friend of mine. It's a very harmless picture. She's in a bikini on holiday under a rain shower looking extraordinarily beautiful. In a sexual pose. And you tweeted you are a wife and a mother and you're far past a teenager. There's no need for this post. I agree. Again, it's just misogynist to say that. It's not misogynist. What kind of woman of her age? She just turned 50. Why kind of woman of that age actually show off her beautiful body in a nice bikini like that? You can call me crazy. You can call me misogynistic. But I think once you reach the right age of 50, any woman should not be interested in thirst trapping on Instagram. I think she has bigger responsibilities. I'm sure she's a very intelligent lady. And she's done amazing things. She's famous. She's obviously very capable. And I think she could do things more interesting than standing around trying to thirst trap on Instagram like she's 18. Because the last thing she's above it. I wasn't insulting her. I was reminding her that she's actually such a fantastic person. She's done such amazing things in her life. And she's so achieved that she's actually above thirst trapping. I was reminding her of her worth. Because as a feminist, we're all feminists here, right? We all believe in women empowerment. I'm reminding her of her worth. How old do you know? I am 36. 36 years old. Correct. At what point will your antics, you know, chugging your cigars in your body, in your compound, with your security and your big atti? Is it, what age does that become a thirst trap? I don't know if that ever stops being a thirst trap. So it's fine for you. Once again, one rule for the man. It's interesting. It's interesting because I've never heard this argument before, but I'm extremely intelligent. I've already deciphered how this is going to go from head to toe. It's called, I guess we can look at peacocks, right? The male peacock. He shows, look who I am. Looks, well, look what I can do. Look at my achievement. Look at my beautiful feathers. And I guess you could call it peacocking to a degree. I'm showing the world. You're showing me the peacock. I'm extremely physically capable. Yes, that's correct. I'm extremely financially successful. Are you stripping your Instagram is fine. It's not stripping on her Instagram. We do boxing. We do boxing. You do it all the time with your cigar and you're showing off your... That's fine for you. But if a man to hold and desid it, that is apparently first trapping. I think me boxing with no shirt on is different than a 50-year-old woman. You do the socks. I think you do the ones you wander around all the moody with your cigar and your topless and stuff. So fine for you. Are you a fan pierce? No, I just think his first trap. Do you? Yeah. Well, I don't do that. I don't do that."," The treated the picture of Amanda Holon, very good friend of mine. It's a very harmless picture. She's in a bikini on holiday under a rain shower, looking extraordinarily beautiful. In a sexual pose. And you treated you are a wife and a mother and you're far past a teenager. There's no need for this post. Agreed. Again, it's just, the substance to say that. It's not my substance. It's kind of a woman of her race. She just turned 50. Why can't a woman of that age actually show off her beautiful body in a nice bikini like that? Well, you can call me crazy. You can call me misogistic, but I think once you reach the right age of 50, any woman should not be interested in thirst, trapping on Instagram. I think she has bigger responsibilities. I'm sure she's a very intelligent lady. And she's done amazing things. She's famous. She's obviously very capable. And I think she could do things more interesting than standing around trying to thirst, trapping on Instagram like she's 18. Because I think she's above it. I wasn't insulting her. I was reminding her that she's actually such a fantastic person. She's done such amazing things in her life. And she's so achieved that she's actually above thirst, trapping. I was reminding her of her worth. Because as a feminist, we're all feminists here, right? We all believe in women empowerment. I'm reminding her of her worth. How old are you now? I am 36. 36 years old. Great. A more point will you all and take, you know, chugging new cigars and your rip body in your compound with your security and your big gatties. What are you just up to come with thirst, trapping? I don't know that ever stops being a thirst trapping. So it's fine for you. Once again, one rule for the man, another rule for the woman. It's interesting. Because I've never heard this argument before. But I'm extremely intelligent. I've already psyched for how this is going to go from head to toe. It's called, I guess we can look at peacocks, right? The male peacock shows, look who I am. Listen, we'll look what I can do. Look at my achievement. Look at my beautiful feathers. And I guess you could call a peacock into a degree. I'm showing the world. Well, I'm showing the huge show. I'm showing the cool cape. I'm extremely physically capable. Yes, that's correct. I'm extremely financially successful. You're stripping your friends to grandma's fine. They're not stripping off her Instagram. We do boxing. We do boxing. We do boxing. You do it all the time with your cigar and you're showing off your rip. But that's fine for you. But if a man to hold in days, do it. That is apparently first trapping. I think me boxing with no shirt on is different than a 50 year old woman. He's just socks. I think you'd stay once he wand around or move you with your cigar and your topless and stuff. So, fine for you. Are you a fan pierced? No, I just think he's first trapped. Do. Yeah. Well, I don't do that.",you treated the picture of a man to hold him very good friend of mine it's a very harmless picture she's in a bikini on holiday under a rain shower looking extraordinarily beautiful you are a wife and a mother and your father passed a teenager there's no need for this post again it's just to say that like,0,0.34491100743044756,0.10938981979133734,0.0006997900629811056
https://vm.tiktok.com/ZT85rT6x8/, wake up when the alarm goes off. You go to your child. Sorry. I'm just a little bit more., You wake up when your alarm goes off. You go to your child. Sorry. I'm sorry.,can you wake up when the alarm goes off,0,0.8095238095238095,0.49612403100775193,0.0
